timestamp,product_id,type,old_sku,new_sku
2026-07-15T13:00:13+00:00,4187,variation,SC400-sz01,SC4001260
2026-07-15T13:00:13+00:00,4191,variation,SC498-sz01,SC4981260
2026-07-15T13:00:13+00:00,4195,variation,SC401-sz01,SC4011260
2026-07-15T13:00:13+00:00,4199,variation,SC497-sz01,SC4971260
2026-07-15T13:00:13+00:00,4207,variation,SC403-sz01,SC4031260
2026-07-15T13:00:13+00:00,4211,variation,SC404-sz01,SC4041260
2026-07-15T13:00:13+00:00,4215,variation,SC405-sz01,SC4051260
2026-07-15T13:00:13+00:00,4219,variation,SC407-sz01,SC4071260
2026-07-15T13:00:13+00:00,4223,variation,SC409-sz01,SC4091260
2026-07-15T13:00:13+00:00,4227,variation,SC410-sz01,SC4101260
2026-07-15T13:00:13+00:00,4235,variation,SC415-sz01,SC4151260
2026-07-15T13:00:13+00:00,4239,variation,SC417-sz01,SC4171260
2026-07-15T13:00:13+00:00,4243,variation,SC419-sz01,SC4191260
2026-07-15T13:00:13+00:00,4251,variation,SC423-sz01,SC4231260
2026-07-15T13:00:13+00:00,4255,variation,SC426-sz01,SC4261260
2026-07-15T13:00:13+00:00,4259,variation,SC429-sz01,SC4291260
2026-07-15T13:00:13+00:00,4263,variation,SC430-sz01,SC4301260
2026-07-15T13:00:13+00:00,4267,variation,SC433-sz01,SC4331260
2026-07-15T13:00:14+00:00,4271,variation,SC435-sz01,SC4351260
2026-07-15T13:00:14+00:00,4275,variation,SC436-sz01,SC4361260
2026-07-15T13:00:14+00:00,4279,variation,SC441-sz01,SC4411260
2026-07-15T13:00:14+00:00,4283,variation,SC445-sz01,SC4451260
2026-07-15T13:00:14+00:00,4287,variation,SC447-sz01,SC4471260
2026-07-15T13:00:14+00:00,4291,variation,SC448-sz01,SC4481260
2026-07-15T13:00:14+00:00,4295,variation,SC449-sz01,SC4491260
2026-07-15T13:00:14+00:00,4299,variation,SC451-sz01,SC4511260
2026-07-15T13:00:14+00:00,4303,variation,SC452-sz01,SC4521260
2026-07-15T13:00:14+00:00,4307,variation,SC454-sz01,SC4541260
2026-07-15T13:00:14+00:00,4311,variation,SC455-sz01,SC4551260
2026-07-15T13:00:14+00:00,4315,variation,SC457-sz01,SC4571260
2026-07-15T13:00:14+00:00,4319,variation,SC458-sz01,SC4581260
2026-07-15T13:00:14+00:00,4323,variation,SC459-sz01,SC4591260
2026-07-15T13:00:14+00:00,4327,variation,SC460-sz01,SC4601260
2026-07-15T13:00:14+00:00,4331,variation,SC464-sz01,SC4641260
2026-07-15T13:00:14+00:00,4335,variation,SC466-sz01,SC4661260
2026-07-15T13:00:14+00:00,4339,variation,SC468-sz01,SC4681260
2026-07-15T13:00:14+00:00,4343,variation,SC470-sz01,SC4701260
2026-07-15T13:00:14+00:00,4347,variation,SC471-sz01,SC4711260
2026-07-15T13:00:14+00:00,4351,variation,SC472-sz01,SC4721260
2026-07-15T13:00:14+00:00,4355,variation,SC474-sz01,SC4741260
2026-07-15T13:00:14+00:00,4359,variation,SC475-sz01,SC4751260
2026-07-15T13:00:14+00:00,4363,variation,SC476-sz01,SC4761260
2026-07-15T13:00:14+00:00,4367,variation,SC477-sz01,SC4771260
2026-07-15T13:00:14+00:00,4371,variation,SC480-sz01,SC4801260
2026-07-15T13:00:14+00:00,4375,variation,SC481-sz01,SC4811260
2026-07-15T13:00:14+00:00,4379,variation,SC482-sz01,SC4821260
2026-07-15T13:00:14+00:00,4383,variation,SC483-sz01,SC4831260
2026-07-15T13:00:14+00:00,4391,variation,SC487-sz01,SC4871260
2026-07-15T13:00:14+00:00,4395,variation,SC489-sz01,SC4891260
2026-07-15T13:00:14+00:00,4410,variation,SUPA-FLAT-sz01,SUPA-FLAT914
2026-07-15T13:00:14+00:00,4411,variation,SUPA-FLAT-sz02,SUPA-FLAT1070
2026-07-15T13:00:14+00:00,4412,variation,SUPA-FLAT-sz03,SUPA-FLAT1370
2026-07-15T13:00:14+00:00,4502,variation,ULT-sz01,ULT1050
2026-07-15T13:00:14+00:00,4503,variation,ULT-sz02,ULT1310
2026-07-15T13:00:14+00:00,4505,variation,ULT-sz04,ULT1530
2026-07-15T13:00:14+00:00,4643,variation,4930-sz05,4930200
2026-07-15T13:00:14+00:00,4644,variation,4930-sz06,4930A4
2026-07-15T13:00:14+00:00,4765,variation,CF01-sz10,CF01305
2026-07-15T13:00:14+00:00,4767,variation,CF01-sz12,CF01500
2026-07-15T13:00:14+00:00,4769,variation,L199-sz10,L1991220
2026-07-15T13:00:14+00:00,4773,variation,L100-sz10,L1001220
2026-07-15T13:00:14+00:00,4777,variation,L145-sz10,L1451220
2026-07-15T13:00:14+00:00,4781,variation,L105-sz10,L1051220
2026-07-15T13:00:14+00:00,4785,variation,L110-sz10,L1101220
2026-07-15T13:00:14+00:00,4789,variation,L112-sz10,L1121220
2026-07-15T13:00:14+00:00,4793,variation,L111-sz10,L1111220
2026-07-15T13:00:14+00:00,4797,variation,L120-sz10,L1201220
2026-07-15T13:00:14+00:00,4801,variation,L132-sz10,L1321220
2026-07-15T13:00:14+00:00,4805,variation,L130-sz10,L1301220
2026-07-15T13:00:14+00:00,4809,variation,L133-sz10,L1331220
2026-07-15T13:00:14+00:00,4813,variation,L135-sz10,L1351220
2026-07-15T13:00:14+00:00,4817,variation,L178-sz10,L1781220
2026-07-15T13:00:14+00:00,4821,variation,L179-sz10,L1791220
2026-07-15T13:00:14+00:00,4825,variation,L180-sz10,L1801220
2026-07-15T13:00:14+00:00,4829,variation,L150-sz10,L1501220
2026-07-15T13:00:14+00:00,4833,variation,L183-sz10,L1831220
2026-07-15T13:00:14+00:00,4837,variation,L189-sz10,L1891220
2026-07-15T13:00:14+00:00,4841,variation,L151-sz10,L1511220
2026-07-15T13:00:14+00:00,4845,variation,L158-sz10,L1581220
2026-07-15T13:00:14+00:00,4849,variation,L159-sz10,L1591220
2026-07-15T13:00:14+00:00,4853,variation,L168-sz10,L1681220
2026-07-15T13:00:14+00:00,4857,variation,L160-sz10,L1601220
2026-07-15T13:00:14+00:00,4861,variation,L170-sz10,L1701220
2026-07-15T13:00:14+00:00,4865,variation,L172-sz10,L1721220
2026-07-15T13:00:14+00:00,4869,variation,L104-sz10,L1041220
2026-07-15T13:00:14+00:00,4873,variation,L103-sz10,L1031220
2026-07-15T13:00:14+00:00,4877,variation,L107-sz10,L1071220
2026-07-15T13:00:14+00:00,4881,variation,L101-sz10,L1011220
2026-07-15T13:00:14+00:00,4885,variation,M300-sz10,M3001220
2026-07-15T13:00:14+00:00,4889,variation,M345-sz10,M3451220
2026-07-15T13:00:14+00:00,4893,variation,M310-sz10,M3101220
2026-07-15T13:00:14+00:00,4897,variation,M311-sz10,M3111220
2026-07-15T13:00:14+00:00,4901,variation,M372-sz10,M3721220
2026-07-15T13:00:14+00:00,4905,variation,M329-sz10,M3291220
2026-07-15T13:00:14+00:00,4909,variation,M320-sz10,M3201220
2026-07-15T13:00:14+00:00,4913,variation,M330-sz10,M3301220
2026-07-15T13:00:14+00:00,4917,variation,M334-sz10,M3341220
2026-07-15T13:00:14+00:00,4921,variation,M333-sz10,M3331220
2026-07-15T13:00:14+00:00,4925,variation,M378-sz10,M3781220
2026-07-15T13:00:14+00:00,4929,variation,M380-sz10,M3801220
2026-07-15T13:00:14+00:00,4933,variation,M383-sz10,M3831220
2026-07-15T13:00:14+00:00,4937,variation,M312-sz10,M3121220
2026-07-15T13:00:14+00:00,4941,variation,M359-sz10,M3591220
2026-07-15T13:00:14+00:00,4945,variation,M368-sz10,M3681220
2026-07-15T13:00:14+00:00,4949,variation,M370-sz10,M3701220
2026-07-15T13:00:14+00:00,4953,variation,M304-sz10,M3041220
2026-07-15T13:00:14+00:00,4959,variation,M301-sz12,M3011220
2026-07-15T13:00:14+00:00,4961,variation,L113-sz10,L1131220
2026-07-15T13:00:14+00:00,4965,variation,L114-sz10,L1141220
2026-07-15T13:00:14+00:00,4969,variation,L115-sz10,L1151220
2026-07-15T13:00:14+00:00,4973,variation,L121-sz10,L1211220
2026-07-15T13:00:14+00:00,4977,variation,L122-sz10,L1221220
2026-07-15T13:00:14+00:00,4981,variation,L141-sz10,L1411220
2026-07-15T13:00:14+00:00,4985,variation,L157-sz10,L1571220
2026-07-15T13:00:14+00:00,4989,variation,L161-sz10,L1611220
2026-07-15T13:00:14+00:00,4993,variation,L173-sz10,L1731220
2026-07-15T13:00:14+00:00,4997,variation,L176-sz10,L1761220
2026-07-15T13:00:14+00:00,5001,variation,L177-sz10,L1771220
2026-07-15T13:00:14+00:00,5005,variation,L184-sz10,L1841220
2026-07-15T13:00:14+00:00,5009,variation,L185-sz10,L1851220
2026-07-15T13:00:14+00:00,5013,variation,L186-sz10,L1861220
2026-07-15T13:00:14+00:00,5017,variation,L187-sz10,L1871220
2026-07-15T13:00:14+00:00,5021,variation,M303-sz10,M3031220
2026-07-15T13:00:14+00:00,5025,variation,M305-sz10,M3051220
2026-07-15T13:00:14+00:00,5029,variation,M307-sz10,M3071220
2026-07-15T13:00:14+00:00,5033,variation,M313-sz10,M3131220
2026-07-15T13:00:14+00:00,5037,variation,M314-sz10,M3141220
2026-07-15T13:00:14+00:00,5041,variation,M315-sz10,M3151220
2026-07-15T13:00:14+00:00,5045,variation,M316-sz10,M3161220
2026-07-15T13:00:14+00:00,5049,variation,M321-sz10,M3211220
2026-07-15T13:00:14+00:00,5053,variation,M322-sz10,M3221220
2026-07-15T13:00:14+00:00,5057,variation,M323-sz10,M3231220
2026-07-15T13:00:14+00:00,5061,variation,M332-sz10,M3321220
2026-07-15T13:00:14+00:00,5065,variation,M335-sz10,M3351220
2026-07-15T13:00:14+00:00,5069,variation,M341-sz10,M3411220
2026-07-15T13:00:14+00:00,5073,variation,M342-sz10,M3421220
2026-07-15T13:00:14+00:00,5077,variation,M350-sz10,M3501220
2026-07-15T13:00:14+00:00,5081,variation,M356-sz10,M3561220
2026-07-15T13:00:14+00:00,5085,variation,M357-sz10,M3571220
2026-07-15T13:00:14+00:00,5089,variation,M358-sz10,M3581220
2026-07-15T13:00:14+00:00,5093,variation,M360-sz10,M3601220
2026-07-15T13:00:14+00:00,5097,variation,M366-sz10,M3661220
2026-07-15T13:00:14+00:00,5103,variation,M371-sz12,M3711220
2026-07-15T13:00:14+00:00,5105,variation,M373-sz10,M3731220
2026-07-15T13:00:14+00:00,5109,variation,M374-sz10,M3741220
2026-07-15T13:00:14+00:00,5113,variation,M376-sz10,M3761220
2026-07-15T13:00:14+00:00,5117,variation,M381-sz10,M3811220
2026-07-15T13:00:14+00:00,5121,variation,M382-sz10,M3821220
2026-07-15T13:00:14+00:00,5125,variation,ST491-sz05,ST491500
2026-07-15T13:00:14+00:00,5127,variation,ST492-sz05,ST492500
2026-07-15T13:00:14+00:00,5168,variation,K301-sz12,K3011220
2026-07-15T13:00:14+00:00,6485,variation,13201-sz01,132011250
2026-07-15T13:00:14+00:00,6488,variation,13202-sz01,132021250
2026-07-15T13:00:14+00:00,6491,variation,13203-sz01,132031250
2026-07-15T13:00:14+00:00,6494,variation,13207-sz01,132071250
2026-07-15T13:00:14+00:00,6575,variation,DIGBA440-sz01,DIGBA440500
2026-07-15T13:00:14+00:00,6576,variation,DIGBA440-sz02,DIGBA440760
2026-07-15T13:00:14+00:00,6577,variation,DIGBA440-sz03,DIGBA4401100
2026-07-15T13:00:14+00:00,6578,variation,DIGBA440-sz04,DIGBA4401370
2026-07-15T13:00:14+00:00,6579,variation,DIGBA440-sz05,DIGBA4401600
2026-07-15T13:00:14+00:00,6588,variation,DIGPA200-sz01,DIGPA200500
2026-07-15T13:00:14+00:00,6589,variation,DIGPA200-sz02,DIGPA200760
2026-07-15T13:00:14+00:00,6590,variation,DIGPA200-sz03,DIGPA2001370
2026-07-15T13:00:14+00:00,6591,variation,DIGPA200-sz04,DIGPA2001600
2026-07-15T13:00:14+00:00,6593,variation,DJ100-sz01,DJ100760
2026-07-15T13:00:14+00:00,6594,variation,DJ100-sz02,DJ1001370
2026-07-15T13:00:14+00:00,6595,variation,DJ100-sz03,DJ1001600
2026-07-15T13:00:14+00:00,6597,variation,DJ100R-sz01,DJ100R1370
